nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
MARAFLOR,maraflor,2007-08-10T03:00:00.000Z,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,,,,
MARAJANE,marajane,1991-05-20T03:00:00.000Z,5,Guanambi,BA,85353,-14.2231,-42.7799,,,,
MARANATA CURSOS,maranata-cursos,2007-03-08T03:00:00.000Z,1,Valente,BA,29111,-11.4062,-39.457,,,,
MARANO HOTEL,marano-hotel,1984-08-27T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARASO CONSTRUCAO,maraso-construcao,1992-10-23T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARAVILHAS DO LAR,maravilhas-do-lar,2005-03-14T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARAZUL,marazul,2007-11-20T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARCA AURELIO MATERIAL DE CONSTRUCAO,marca-aurelio-material-de-construcao,2003-01-16T02:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MARCA INTERMEDIACOES,marca-intermediacoes,2011-03-02T03:00:00.000Z,1,Oliveira dos Brejinhos,BA,21797,-12.3132,-42.8969,,,,
MARCADAO DE CARNE VERDE ESTRELA DO CEU,marcadao-de-carne-verde-estrela-do-ceu,2001-09-25T03:00:00.000Z,1,Santo Amaro,BA,60190,-12.5472,-38.7137,,,,
MARCADINHO GOMES,marcadinho-gomes,2011-02-08T02:00:00.000Z,1,Macarani,BA,19056,-15.5646,-40.4209,,,,
MARCAO CEREAIS,marcao-cereais,1984-05-11T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARCAO SERVICOS,marcao-servicos,1990-05-08T03:00:00.000Z,1,Catu,BA,55222,-12.3513,-38.3791,,,,
MARCEARIA ALVES,marcearia-alves,1998-06-04T03:00:00.000Z,5,Barra do Choça,BA,30831,-14.8654,-40.5791,,,,
MARCEL MINERACAO LTDA.,marcel-mineracao-ltda,2006-05-22T03:00:00.000Z,5,Encruzilhada,BA,15914,-15.5302,-40.9124,,,,
MARCELA MODAS,marcela-modas,1986-07-10T03:00:00.000Z,1,Abaíra,BA,8681,-13.2488,-41.6619,,,,
MARCELO BRINDES,marcelo-brindes,2008-09-16T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARCELO BRITO COMERCIO E REPRESENTACOES,marcelo-brito-comercio-e-representacoes,2007-05-17T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARCELO TRANSPORTES,marcelo-transportes,2006-03-07T03:00:00.000Z,1,Camacan,BA,32023,-15.4142,-39.4919,,,,
MARCELO'S MOTOS,marcelos-motos,2006-02-16T02:00:00.000Z,1,Nova Soure,BA,27047,-11.2329,-38.4871,,,,
MARCENARIA 4 IRMAOS,marcenaria-4-irmaos,2010-12-17T02:00:00.000Z,1,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,,,,
MARCENARIA FE EM DEUS,marcenaria-fe-em-deus,2005-01-05T02:00:00.000Z,5,Camamu,BA,35444,-13.9398,-39.1071,,,,
MARCENARIA HONORATO,marcenaria-honorato,2007-01-11T02:00:00.000Z,1,Tapiramutá,BA,16939,-11.8475,-40.7927,,,,
MARCENARIA IRMAOS GROLA,marcenaria-irmaos-grola,1984-10-02T03:00:00.000Z,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,,,,
MARCENARIA LORRANA,marcenaria-lorrana,2011-09-21T03:00:00.000Z,1,Ibicoara,BA,19990,-13.4059,-41.284,,,,
MARCENARIA M&A,marcenaria-ma,2010-05-26T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MARCENARIA MONTE CRISTO,marcenaria-monte-cristo,2005-05-19T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
MARCENARIA SOCOPAN,marcenaria-socopan,2012-04-18T03:00:00.000Z,1,Campo Formoso,BA,71754,-10.5105,-40.32,,,,
MARCENARIA THELMA,marcenaria-thelma,2004-06-28T03:00:00.000Z,1,Campo Formoso,BA,71754,-10.5105,-40.32,,,,
MARCHY & MARCHY EMBREAGENS,marchy-marchy-embreagens,1994-09-27T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARCIA MODAS,marcia-modas,2007-08-23T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARCIA PERFUMARIA COSMETICOS E PRESENTES,marcia-perfumaria-cosmeticos-e-presentes,2000-11-14T02:00:00.000Z,1,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,,,,
MARCIARA TECIDOS E CONFECCOES,marciara-tecidos-e-confeccoes,1999-07-09T03:00:00.000Z,3,Mucuri,BA,42729,-18.0754,-39.5565,,,,
MARCILIO NOGUEIRA MERCEARIA,marcilio-nogueira-mercearia,1978-07-12T03:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MARCIO TRANSPORTS,marcio-transports,2012-06-06T03:00:00.000Z,1,Água Fria,BA,17096,-11.8618,-38.7639,,,,
MARCO HORTALICAS DISTRIBUIDORA,marco-hortalicas-distribuidora,2008-08-13T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARCOL CONSTRUCOES,marcol-construcoes,2008-06-09T03:00:00.000Z,1,Juazeiro,BA,219544,-9.41622,-40.5033,,,,
MARCONI MATERIAIS DE CONSTRUCAO,marconi-materiais-de-construcao,1988-09-13T03:00:00.000Z,3,Barreiras,BA,158432,-12.1439,-44.9968,,,,
MARCONT CONTABILIDADE,marcont-contabilidade,2011-07-05T03:00:00.000Z,1,Dias d'Ávila,BA,83705,-12.6187,-38.2926,,,,
MARCOS & MARCOS BAR E MERCEARIA,marcos-marcos-bar-e-mercearia,1996-06-11T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARCOS CONSTRUCAO,marcos-construcao,1999-06-21T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARCOS JUCA PROJETOS,marcos-juca-projetos,2006-11-13T02:00:00.000Z,1,Conceição do Jacuípe,BA,33631,-12.3268,-38.7684,,,,
MARCOS LANCHES,marcos-lanches,2010-07-13T03:00:00.000Z,1,Eunápolis,BA,115360,-16.3715,-39.5821,,,,
MARCOS REPRESENTACOES,marcos-representacoes,2011-07-08T03:00:00.000Z,1,Riachão do Jacuípe,BA,33498,-11.8067,-39.3818,,,,
MARCOSTA MATERIAIS PARA CONSTRUCAO,marcosta-materiais-para-construcao,1996-08-27T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
MARCU'S PRESENTES,marcus-presentes,1977-07-04T03:00:00.000Z,1,São Felipe,BA,21083,-12.8394,-39.0893,,,,
MARES TRADICAO EM TRANSPORTES,mares-tradicao-em-transportes,2006-05-24T03:00:00.000Z,1,Simões Filho,BA,137117,-12.7866,-38.4029,,,,
MARESSIL CONFECCOES,maressil-confeccoes,2008-07-28T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARFRAN REP. E VENDAS,marfran-rep-e-vendas,2001-12-04T02:00:00.000Z,1,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,,,,
MARGARETH GUIMARAES ARAGAO MACEDO,margareth-guimaraes-aragao-macedo,2006-06-21T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARIA AUGUSTA,maria-augusta,1999-06-07T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARIA BETANIA REIS DE ALMEIDA,maria-betania-reis-de-almeida,2011-01-04T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARIA BONITA,maria-bonita,2007-01-23T02:00:00.000Z,1,Livramento de Nossa Senhora,BA,46372,-13.6369,-41.8432,,,,
MARIA BONITA BOUTIQUE,maria-bonita-boutique,2005-03-23T03:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
MARIA BONITA CABELEIREIROS,maria-bonita-cabeleireiros,2006-03-29T03:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
MARIA BONITA CONFECCOES,maria-bonita-confeccoes,2006-06-22T03:00:00.000Z,1,Candeias,BA,87820,-12.6716,-38.5472,,,,
MARIA BONITA MODAS,maria-bonita-modas,2009-12-04T02:00:00.000Z,1,Itagimirim,BA,6784,-16.0819,-39.6133,,,,
MARIA CHITA,maria-chita,2006-08-09T03:00:00.000Z,1,Juazeiro,BA,219544,-9.41622,-40.5033,,,,
MARIA COMUNICACAO,maria-comunicacao,1995-03-17T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARIA EDUARDA,maria-eduarda,2007-07-11T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARIA GATA,maria-gata,1999-11-08T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARIA JANAINA,maria-janaina,2011-10-19T02:00:00.000Z,1,Uauá,BA,23991,-9.83325,-39.4794,,,,
MARIA LUCIA LARANJEIRA DE SOUZA REPRESENTACOES LTDA,maria-lucia-laranjeira-de-souza-representacoes-ltda,2011-08-04T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARIA RISOCLEIDE BEZERRA DA SILVA LIMA,maria-risocleide-bezerra-da-silva-lima,2012-01-19T02:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MARIA'S RESTAURANTE,marias-restaurante,2000-08-04T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARIAH OFFICIAL,mariah-official,2008-05-30T03:00:00.000Z,1,Condeúba,BA,17113,-14.9022,-41.9718,,,,
MARIANA ESPORTES,mariana-esportes,2005-08-19T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARIANO COSMETICOS,mariano-cosmeticos,1997-09-19T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARIART CONFECCOES,mariart-confeccoes,2010-06-02T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
MARIBE AGROINDUSTRIAL,maribe-agroindustrial,1999-06-11T03:00:00.000Z,5,Barra,BA,54225,-11.0859,-43.1459,,,,
MARICOTA,maricota,1991-03-01T03:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
MARIENE MODAS,mariene-modas,2004-12-27T02:00:00.000Z,1,Oliveira dos Brejinhos,BA,21797,-12.3132,-42.8969,,,,
MARINA FRIOS,marina-frios,2007-03-23T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARINAS POUSADA,marinas-pousada,1999-01-21T02:00:00.000Z,1,Ilhéus,BA,157639,-14.793,-39.046,,,,
MARINHO SANTOS REPRESENTACOES,marinho-santos-representacoes,1986-09-12T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARINHO SILVA CONSTRUTORA,marinho-silva-construtora,2004-06-30T03:00:00.000Z,3,Senhor do Bonfim,BA,79813,-10.4594,-40.1865,,,,
MARINOTECH,marinotech,2010-11-25T02:00:00.000Z,1,Saubara,BA,12163,-12.7387,-38.7625,,,,
MARINS FIEST,marins-fiest,1996-09-18T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARIO LOPES,mario-lopes,2010-08-02T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARIO TAXI,mario-taxi,2010-06-15T03:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
MARIOMIX TRANSPORTES E SERVICOS,mariomix-transportes-e-servicos,2010-12-29T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARISOL,marisol,1990-03-19T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARISOL MODA PRAIA E FITINES,marisol-moda-praia-e-fitines,2011-09-01T03:00:00.000Z,1,Juazeiro,BA,219544,-9.41622,-40.5033,,,,
MARITER,mariter,1996-10-01T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARIVAL TRANSPORTES,marival-transportes,2007-03-16T03:00:00.000Z,1,São Felipe,BA,21083,-12.8394,-39.0893,,,,
MARIVAN MODAS,marivan-modas,1996-02-01T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARIZA MATOS DOMINGUES,mariza-matos-domingues,2011-04-25T03:00:00.000Z,1,Ibicoara,BA,19990,-13.4059,-41.284,,,,
MARIZA OTICA,mariza-otica,2007-01-29T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARKETPLACE,marketplace,2010-07-07T03:00:00.000Z,1,Simões Filho,BA,137117,-12.7866,-38.4029,,,,
MARKS PECAS,marks-pecas,1992-07-22T03:00:00.000Z,1,Livramento de Nossa Senhora,BA,46372,-13.6369,-41.8432,,,,
MARLI NOIVAS,marli-noivas,2010-11-05T02:00:00.000Z,1,Cândido Sales,BA,24921,-15.4993,-41.2414,,,,
MARLLON TINTAS,marllon-tintas,2007-01-17T02:00:00.000Z,3,Teixeira de Freitas,BA,164290,-17.5399,-39.74,,,,
MARLUA COMERCIO E VARIEDADES,marlua-comercio-e-variedades,2010-11-06T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARLUCIA OLIVEIRA DE AFONSECA,marlucia-oliveira-de-afonseca,2000-08-08T03:00:00.000Z,1,Capela do Alto Alegre,BA,11597,-11.6658,-39.8349,,,,
MARMOARIA MOSAICO PEDRAS DECORATIVAS,marmoaria-mosaico-pedras-decorativas,2004-11-19T02:00:00.000Z,1,Eunápolis,BA,115360,-16.3715,-39.5821,,,,
MARMOARIA PINTOS,marmoaria-pintos,2003-02-18T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
MARMOARIA SENHOR DO BONFIM,marmoaria-senhor-do-bonfim,1988-07-14T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARMOCAN,marmocan,2005-06-03T03:00:00.000Z,3,Candeias,BA,87820,-12.6716,-38.5472,,,,
MARMOCAN,marmocan,1991-03-05T03:00:00.000Z,3,Candeias,BA,87820,-12.6716,-38.5472,,,,
MARMORARIA E VIDRACARIA DONATO,marmoraria-e-vidracaria-donato,1999-04-26T03:00:00.000Z,1,Guanambi,BA,85353,-14.2231,-42.7799,,,,
MARMORARIA EUCLIDENSE,marmoraria-euclidense,2008-02-28T03:00:00.000Z,1,Euclides da Cunha,BA,61112,-10.5078,-39.0153,,,,
MARMORARIA IRARA,marmoraria-irara,2009-11-17T02:00:00.000Z,1,Irará,BA,29305,-12.0504,-38.7631,,,,
MARMORARIA MENEZES,marmoraria-menezes,2005-03-14T03:00:00.000Z,1,Ribeira do Pombal,BA,54097,-10.8373,-38.5382,,,,
MARMORARIA POTIGUAR,marmoraria-potiguar,1999-10-19T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARMORI CONSULTORIA E ASSESSORIA CONTABIL,marmori-consultoria-e-assessoria-contabil,2005-03-18T03:00:00.000Z,1,Barreiras,BA,158432,-12.1439,-44.9968,,,,
MAROCA CAKES,maroca-cakes,2010-09-16T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAROLA MATERIAIS PARA CONSTRUCAO,marola-materiais-para-construcao,2010-12-15T02:00:00.000Z,1,Angical,BA,13902,-12.0063,-44.7003,,,,
MARON COM DE RETALHOS,maron-com-de-retalhos,1990-02-12T03:00:00.000Z,3,Ituberá,BA,28870,-13.7249,-39.1481,,,,
MARQUES LIVRARIA E PAPELARIA,marques-livraria-e-papelaria,2008-12-09T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MARQUES POINT DO BAZAR,marques-point-do-bazar,2012-01-20T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARRY GLAMUROSA,marry-glamurosa,2010-10-22T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARTA MODAS,marta-modas,1987-11-24T02:00:00.000Z,1,Caetité,BA,51184,-14.0684,-42.4861,,,,
MARTE LIVRARIA E PAPELARIA,marte-livraria-e-papelaria,2001-09-04T03:00:00.000Z,1,Ribeira do Amparo,BA,14631,-11.0421,-38.4242,,,,
MARTIM CONFECCAO,martim-confeccao,2012-04-25T03:00:00.000Z,1,Itamari,BA,7971,-13.7782,-39.683,,,,
MARTIN ALIMENTOS E BEBIDAS,martin-alimentos-e-bebidas,1998-12-21T02:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARTINEZ OITAVEN,martinez-oitaven,2005-11-18T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARTINS & MEDEIROS LOGISTICA,martins-medeiros-logistica,1992-12-11T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARTINS CERAMICA INDUSTRIA LTDA,martins-ceramica-industria-ltda,1999-08-05T03:00:00.000Z,1,Jequié,BA,156277,-13.8509,-40.0877,,,,
MARTINS DE CARVALHO REPRESENTACOES,martins-de-carvalho-representacoes,2003-11-21T02:00:00.000Z,1,Conceição do Jacuípe,BA,33631,-12.3268,-38.7684,,,,
MARTRAN,martran,1992-10-20T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MARY CHABI BIJOUTERIAS,mary-chabi-bijouterias,2014-05-09T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARY CONFECCOES,mary-confeccoes,2007-12-05T02:00:00.000Z,1,Simões Filho,BA,137117,-12.7866,-38.4029,,,,
MARY CONFECCOES,mary-confeccoes,2010-10-21T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARY TELECOM,mary-telecom,2010-05-14T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MARYBELLA,marybella,2008-06-10T03:00:00.000Z,1,Ilhéus,BA,157639,-14.793,-39.046,,,,
MARYPAES LTDA,marypaes-ltda,2001-03-22T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAS. ESTRUTURAS E EVENTOS LOCACOES E SERVICOS,mas-estruturas-e-eventos-locacoes-e-servicos,2009-08-06T03:00:00.000Z,1,São Felipe,BA,21083,-12.8394,-39.0893,,,,
MASAL MADEREIRA SALVADOR,masal-madereira-salvador,1995-08-02T03:00:00.000Z,1,Valente,BA,29111,-11.4062,-39.457,,,,
MASC REPRESENTACOES,masc-representacoes,1979-07-06T03:00:00.000Z,1,Ibicaraí,BA,21083,-14.8579,-39.5914,,,,
MASCARENHAS PRESENTES,mascarenhas-presentes,2000-11-13T02:00:00.000Z,3,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MASCON,mascon,2011-12-15T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MASCOTTOUR,mascottour,2011-09-12T03:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
MASSA,massa,2007-12-18T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MASSA PRONTA,massa-pronta,2001-06-21T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MASSARANDUBA MOVEIS E DESIGN,massaranduba-moveis-e-design,2010-09-23T03:00:00.000Z,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,,,,
MASSI CONSTRUTORA E INCORPORADORA,massi-construtora-e-incorporadora,2010-08-13T03:00:00.000Z,3,Ilhéus,BA,157639,-14.793,-39.046,,,,
MASTER CALCADOS,master-calcados,2009-05-29T03:00:00.000Z,5,Ilhéus,BA,157639,-14.793,-39.046,,,,
MASTER COLLOR DISTRIBUIDORA,master-collor-distribuidora,2005-09-19T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MASTER FRIOS,master-frios,1997-02-05T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MASTER FRIOS,master-frios,2010-12-21T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MASTER GLASSES,master-glasses,1999-05-03T03:00:00.000Z,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
MASTER LAVANDERIA,master-lavanderia,1979-04-20T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MASTER LIFE CORRETORA DE SEGUROS,master-life-corretora-de-seguros,2011-06-27T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MASTER MOVEIS,master-moveis,2004-09-21T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MASTER PNEUS,master-pneus,2005-01-26T02:00:00.000Z,1,Caculé,BA,23407,-14.5003,-42.2229,,,,
MASTER SEGURANCA,master-seguranca,2010-12-03T02:00:00.000Z,1,Dias d'Ávila,BA,83705,-12.6187,-38.2926,,,,
MASTER SUPERMERCADO,master-supermercado,1995-11-14T02:00:00.000Z,1,Ipiaú,BA,45969,-14.1226,-39.7353,,,,
MASTERLAB,masterlab,1999-05-14T03:00:00.000Z,1,Itapetinga,BA,77408,-15.2475,-40.2482,,,,
MASTERLAB,masterlab,1991-12-17T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MASTERSELL,mastersell,2010-10-15T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MASTERSILK,mastersilk,2011-10-13T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAT PRODUCOES,mat-producoes,1999-04-12T03:00:00.000Z,1,Simões Filho,BA,137117,-12.7866,-38.4029,,,,
MATA DE SAO JOAO PREFEITURA GABINETE DO PREFEITO,mata-de-sao-joao-prefeitura-gabinete-do-prefeito,1974-12-26T03:00:00.000Z,5,Mata de São João,BA,47643,-12.5307,-38.3009,,,,
MATA VERDE CONSULTORIA AMBIENTAL,mata-verde-consultoria-ambiental,2010-12-15T02:00:00.000Z,5,Itabuna,BA,214123,-14.7876,-39.2781,,,,
MATCH 5 REPRESENTACOES,match-5-representacoes,2004-05-04T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MATECON,matecon,2003-10-03T03:00:00.000Z,3,Maragogipe,BA,44902,-12.776,-38.9175,,,,
MATENSE,matense,1966-09-01T03:00:00.000Z,1,Mata de São João,BA,47643,-12.5307,-38.3009,,,,
MATER COMERCIO IMOBILIARIA E TURISMO,mater-comercio-imobiliaria-e-turismo,1994-04-18T03:00:00.000Z,5,Santa Cruz Cabrália,BA,28058,-16.2825,-39.0295,,,,
MATERIAIS DE CONSTRUCAO ALIANCA,materiais-de-construcao-alianca,2001-02-01T02:00:00.000Z,1,Barra do Choça,BA,30831,-14.8654,-40.5791,,,,
MATERIAIS DE CONSTRUCAO IRMAOS ARAUJO,materiais-de-construcao-irmaos-araujo,2000-11-01T02:00:00.000Z,3,Castro Alves,BA,26369,-12.7579,-39.4248,,,,
MATERIAIS DE CONSTRUCAO MAGALHAES,materiais-de-construcao-magalhaes,2003-10-14T03:00:00.000Z,1,Iuiú,BA,11038,-14.4054,-43.5595,,,,
MATERIAIS DE CONSTRUCAO MAIA,materiais-de-construcao-maia,2001-03-09T03:00:00.000Z,1,Governador Mangabeira,BA,20800,-12.5994,-39.0412,,,,
MATERIAIS DE CONSTRUCAO N A DE SOUZA,materiais-de-construcao-n-a-de-souza,2009-02-06T02:00:00.000Z,1,Riachão das Neves,BA,22330,-11.7508,-44.9143,,,,
MATERIAIS DE CONSTRUCAO SILVA,materiais-de-construcao-silva,1996-01-05T02:00:00.000Z,1,Pojuca,BA,40401,-12.4303,-38.3374,,,,
MATERIAIS DE CONTRUCAO PRECO BOM,materiais-de-contrucao-preco-bom,2006-03-27T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MATERIAIS DE CONTRUO VADO,materiais-de-contruo-vado,2001-11-01T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MATERIAIS PARA CONSTRUCAO LAJE FORTE,materiais-para-construcao-laje-forte,2010-10-29T02:00:00.000Z,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,,,,
MATERIAIS PARA CONSTRUCAO NUNES,materiais-para-construcao-nunes,2007-07-30T03:00:00.000Z,1,Ituaçu,BA,19095,-13.8107,-41.3003,,,,
MATERIAL DE CONSTRUCAO DS,material-de-construcao-ds,2010-11-17T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MATERIAL DE CONSTRUCAO E PANIFICADORA SANDES.,material-de-construcao-e-panificadora-sandes,1981-04-02T03:00:00.000Z,3,Ubaíra,BA,19860,-13.2714,-39.666,,,,
MATERIAL DE CONSTRUCAO SANTA TEREZINHA,material-de-construcao-santa-terezinha,2004-05-27T03:00:00.000Z,1,Miguel Calmon,BA,25771,-11.4299,-40.6031,,,,
MATERIAL DE CONSTRUCAO SANTOS E ARAUJO,material-de-construcao-santos-e-araujo,2011-05-24T03:00:00.000Z,1,Novo Triunfo,BA,15445,-10.3182,-38.4014,,,,
MATERIAL DE CONSTRUCAO SAO COSME E DAMIAO,material-de-construcao-sao-cosme-e-damiao,2012-03-16T03:00:00.000Z,1,Araças,BA,12237,-12.22,-38.2027,,,,
MATERIAL DE CONTRUCAO SAO JUDAS TADEU,material-de-contrucao-sao-judas-tadeu,2001-09-17T03:00:00.000Z,1,Prado,BA,28214,-17.3364,-39.2227,,,,
MATERLAB,materlab,2002-10-23T03:00:00.000Z,1,Itiruçu,BA,12482,-13.529,-40.1472,,,,
MATERNIDADE DE ALAGOINHAS,maternidade-de-alagoinhas,1990-07-27T03:00:00.000Z,5,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MATEUS MAGAZINE,mateus-magazine,2008-06-09T03:00:00.000Z,1,Livramento de Nossa Senhora,BA,46372,-13.6369,-41.8432,,,,
MATHEUS FERRAGENS E MATERIAIS DE CONSTRUCAO,matheus-ferragens-e-materiais-de-construcao,2012-06-01T03:00:00.000Z,1,Santa Bárbara,BA,20971,-11.9515,-38.9681,,,,
MATIAS CORTINAS,matias-cortinas,1990-01-18T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MATISSE,matisse,2007-05-14T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MATOS ARTIGOS DO LAR,matos-artigos-do-lar,2011-10-28T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MATOS COUROS,matos-couros,2001-09-14T03:00:00.000Z,1,Eunápolis,BA,115360,-16.3715,-39.5821,,,,
MATOS REPRESENTACOES,matos-representacoes,1996-03-07T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MATOS VEICULOS E FINANCIAMENTOS,matos-veiculos-e-financiamentos,2003-02-13T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MATRIX FIT,matrix-fit,2007-07-30T03:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
